TransactionID,CustomerID,ProductID,Price,Qty,TotalAmount,StoreID,StoreName,Product Name
TR12333,411,P10,15000,5,75000,4,Gita Ginara,Cheese Stick
TR1310,306,P6,18000,2,36000,8,Sinar Harapan,Cashew
TR20981,121,P3,7500,3,22500,14,Priangan,Crackers
TR29295,90,P6,18000,4,72000,13,Buana,Cashew
TR30261,103,P10,15000,4,60000,13,Buana,Cheese Stick
TR34405,133,P5,4200,5,21000,2,Prima Kelapa Dua,Thai Tea
TR3631,168,P4,12000,3,36000,13,Buana,Potato Chip
TR42847,220,P10,15000,5,75000,12,Prestasi Utama,Cheese Stick
TR48273,6,P1,8800,6,52800,10,Harapan Baru,Choco Bar
TR55797,260,P5,4200,5,21000,8,Sinar Harapan,Thai Tea
TR76552,89,P10,15000,4,60000,8,Sinar Harapan,Cheese Stick
TR84344,44,P9,10000,5,50000,12,Prestasi Utama,Yoghurt
TR86305,282,P8,16000,2,32000,4,Gita Ginara,Oat
TR95040,175,P10,15000,3,45000,1,Prima Tendean,Cheese Stick
TR12695,392,P8,16000,2,32000,1,Prima Tendean,Oat
TR23573,64,P4,12000,3,36000,4,Gita Ginara,Potato Chip
TR35195,403,P2,3200,3,9600,8,Sinar Harapan,Ginger Candy 
TR3672,38,P3,7500,6,45000,3,Prima Kota,Crackers
TR43134,427,P7,9400,6,56400,11,Sinar Harapan,Coffee Candy
TR51241,107,P9,10000,7,70000,12,Prestasi Utama,Yoghurt
TR52524,80,P1,8800,10,88000,1,Prima Tendean,Choco Bar
TR53333,401,P4,12000,3,36000,11,Sinar Harapan,Potato Chip
TR62617,132,P7,9400,5,47000,10,Harapan Baru,Coffee Candy
TR70841,71,P4,12000,4,48000,10,Harapan Baru,Potato Chip
TR74928,118,P2,3200,3,9600,12,Prestasi Utama,Ginger Candy 
TR94022,119,P2,3200,4,12800,12,Prestasi Utama,Ginger Candy 
TR2139,211,P5,4200,4,16800,7,Buana Indah,Thai Tea
TR37718,310,P10,15000,2,30000,4,Gita Ginara,Cheese Stick
TR44981,246,P6,18000,3,54000,1,Prima Tendean,Cashew
TR47252,190,P6,18000,1,18000,2,Prima Kelapa Dua,Cashew
TR58787,329,P7,9400,4,37600,14,Priangan,Coffee Candy
TR641,380,P4,12000,3,36000,11,Sinar Harapan,Potato Chip
TR68490,235,P5,4200,4,16800,3,Prima Kota,Thai Tea
TR80518,242,P10,15000,1,15000,10,Harapan Baru,Cheese Stick
TR86403,154,P5,4200,4,16800,5,Bonafid,Thai Tea
TR92658,393,P8,16000,1,16000,3,Prima Kota,Oat
TR94823,156,P3,7500,2,15000,10,Harapan Baru,Crackers
TR15294,109,P9,10000,1,10000,3,Prima Kota,Yoghurt
TR30164,422,P4,12000,1,12000,8,Sinar Harapan,Potato Chip
TR33708,203,P1,8800,3,26400,13,Buana,Choco Bar
TR34374,155,P1,8800,5,44000,4,Gita Ginara,Choco Bar
TR43002,131,P7,9400,4,37600,4,Gita Ginara,Coffee Candy
TR49832,324,P9,10000,7,70000,9,Lingga,Yoghurt
TR51065,289,P10,15000,1,15000,3,Prima Kota,Cheese Stick
TR54094,122,P5,4200,5,21000,12,Prestasi Utama,Thai Tea
TR578,55,P4,12000,1,12000,13,Buana,Potato Chip
TR65129,235,P1,8800,9,79200,14,Priangan,Choco Bar
TR84724,130,P10,15000,2,30000,7,Buana Indah,Cheese Stick
TR92748,234,P5,4200,2,8400,13,Buana,Thai Tea
TR96640,370,P10,15000,3,45000,2,Prima Kelapa Dua,Cheese Stick
TR31029,283,P5,4200,2,8400,7,Buana Indah,Thai Tea
TR3143,366,P1,8800,2,17600,7,Buana Indah,Choco Bar
TR4218,86,P8,16000,3,48000,3,Prima Kota,Oat
TR48734,9,P5,4200,2,8400,11,Sinar Harapan,Thai Tea
TR53450,251,P5,4200,5,21000,4,Gita Ginara,Thai Tea
TR5550,382,P5,4200,3,12600,6,Lingga,Thai Tea
TR56393,122,P5,4200,2,8400,10,Harapan Baru,Thai Tea
TR60388,4,P3,7500,6,45000,11,Sinar Harapan,Crackers
TR62166,84,P5,4200,5,21000,8,Sinar Harapan,Thai Tea
TR70759,405,P2,3200,3,9600,2,Prima Kelapa Dua,Ginger Candy 
TR75376,5,P5,4200,3,12600,6,Lingga,Thai Tea
TR83364,325,P1,8800,5,44000,12,Prestasi Utama,Choco Bar
TR99601,343,P1,8800,8,70400,6,Lingga,Choco Bar
TR36570,330,P5,4200,2,8400,3,Prima Kota,Thai Tea
TR49164,181,P10,15000,2,30000,4,Gita Ginara,Cheese Stick
TR60869,41,P1,8800,2,17600,12,Prestasi Utama,Choco Bar
TR62363,40,P5,4200,2,8400,14,Priangan,Thai Tea
TR64731,303,P3,7500,5,37500,11,Sinar Harapan,Crackers
TR67347,219,P3,7500,3,22500,4,Gita Ginara,Crackers
TR68474,322,P10,15000,4,60000,3,Prima Kota,Cheese Stick
TR68921,326,P9,10000,6,60000,2,Prima Kelapa Dua,Yoghurt
TR75493,67,P2,3200,7,22400,9,Lingga,Ginger Candy 
TR8136,174,P10,15000,5,75000,6,Lingga,Cheese Stick
TR83187,60,P9,10000,1,10000,9,Lingga,Yoghurt
TR89318,183,P3,7500,1,7500,12,Prestasi Utama,Crackers
TR93507,58,P3,7500,1,7500,6,Lingga,Crackers
TR10691,228,P9,10000,5,50000,10,Harapan Baru,Yoghurt
TR14426,347,P10,15000,5,75000,8,Sinar Harapan,Cheese Stick
TR17260,184,P3,7500,6,45000,7,Buana Indah,Crackers
TR20154,269,P4,12000,5,60000,5,Bonafid,Potato Chip
TR26036,179,P2,3200,6,19200,4,Gita Ginara,Ginger Candy 
TR26673,202,P2,3200,6,19200,2,Prima Kelapa Dua,Ginger Candy 
TR28937,285,P3,7500,6,45000,10,Harapan Baru,Crackers
TR32600,404,P6,18000,1,18000,7,Buana Indah,Cashew
TR33616,233,P10,15000,1,15000,3,Prima Kota,Cheese Stick
TR38919,389,P5,4200,5,21000,1,Prima Tendean,Thai Tea
TR40874,430,P3,7500,4,30000,11,Sinar Harapan,Crackers
TR46023,347,P6,18000,2,36000,4,Gita Ginara,Cashew
TR56414,106,P10,15000,2,30000,2,Prima Kelapa Dua,Cheese Stick
TR61730,194,P9,10000,6,60000,6,Lingga,Yoghurt
TR69674,63,P7,9400,3,28200,13,Buana,Coffee Candy
TR71806,149,P3,7500,1,7500,12,Prestasi Utama,Crackers
TR76228,310,P8,16000,2,32000,9,Lingga,Oat
TR83217,360,P1,8800,3,26400,14,Priangan,Choco Bar
TR93440,97,P10,15000,1,15000,7,Buana Indah,Cheese Stick
TR18501,155,P4,12000,4,48000,9,Lingga,Potato Chip
TR38120,268,P10,15000,4,60000,10,Harapan Baru,Cheese Stick
TR44790,226,P9,10000,5,50000,6,Lingga,Yoghurt
TR44879,246,P8,16000,3,48000,9,Lingga,Oat
TR51183,409,P4,12000,1,12000,4,Gita Ginara,Potato Chip
TR52019,308,P9,10000,5,50000,13,Buana,Yoghurt
TR55960,359,P2,3200,3,9600,1,Prima Tendean,Ginger Candy 
TR58929,348,P2,3200,7,22400,12,Prestasi Utama,Ginger Candy 
TR62665,83,P7,9400,2,18800,8,Sinar Harapan,Coffee Candy
TR6567,225,P1,8800,3,26400,7,Buana Indah,Choco Bar
TR83113,387,P5,4200,2,8400,5,Bonafid,Thai Tea
TR90470,409,P10,15000,4,60000,8,Sinar Harapan,Cheese Stick
TR97097,295,P6,18000,4,72000,2,Prima Kelapa Dua,Cashew
TR97431,106,P9,10000,6,60000,9,Lingga,Yoghurt
TR26196,222,P6,18000,1,18000,6,Lingga,Cashew
TR26697,200,P10,15000,2,30000,9,Lingga,Cheese Stick
TR32786,342,P10,15000,2,30000,1,Prima Tendean,Cheese Stick
TR46777,280,P9,10000,2,20000,1,Prima Tendean,Yoghurt
TR56738,107,P10,15000,5,75000,10,Harapan Baru,Cheese Stick
TR62628,210,P3,7500,2,15000,7,Buana Indah,Crackers
TR86068,47,P7,9400,6,56400,1,Prima Tendean,Coffee Candy
TR87924,35,P7,9400,2,18800,3,Prima Kota,Coffee Candy
TR96504,63,P3,7500,2,15000,9,Lingga,Crackers
TR11380,233,P6,18000,2,36000,8,Sinar Harapan,Cashew
TR1673,161,P9,10000,5,50000,10,Harapan Baru,Yoghurt
TR28030,141,P9,10000,2,20000,10,Harapan Baru,Yoghurt
TR28409,156,P9,10000,3,30000,5,Bonafid,Yoghurt
TR39448,437,P6,18000,2,36000,11,Sinar Harapan,Cashew
TR49585,65,P5,4200,5,21000,8,Sinar Harapan,Thai Tea
TR50660,135,P10,15000,2,30000,8,Sinar Harapan,Cheese Stick
TR55267,247,P4,12000,1,12000,13,Buana,Potato Chip
TR59147,218,P7,9400,4,37600,12,Prestasi Utama,Coffee Candy
TR7340,272,P7,9400,5,47000,4,Gita Ginara,Coffee Candy
TR78287,393,P5,4200,2,8400,2,Prima Kelapa Dua,Thai Tea
TR1049,344,P1,8800,5,44000,11,Sinar Harapan,Choco Bar
TR10987,350,P2,3200,6,19200,10,Harapan Baru,Ginger Candy 
TR1571,272,P1,8800,6,52800,9,Lingga,Choco Bar
TR22083,134,P8,16000,3,48000,8,Sinar Harapan,Oat
TR58934,206,P10,15000,1,15000,2,Prima Kelapa Dua,Cheese Stick
TR70360,393,P5,4200,3,12600,9,Lingga,Thai Tea
TR76806,62,P3,7500,3,22500,5,Bonafid,Crackers
TR78085,122,P2,3200,4,12800,13,Buana,Ginger Candy 
TR80034,427,P3,7500,4,30000,10,Harapan Baru,Crackers
TR88485,442,P9,10000,7,70000,7,Buana Indah,Yoghurt
TR99442,305,P10,15000,1,15000,9,Lingga,Cheese Stick
TR16264,158,P3,7500,5,37500,6,Lingga,Crackers
TR20170,165,P3,7500,2,15000,13,Buana,Crackers
TR32546,431,P5,4200,3,12600,1,Prima Tendean,Thai Tea
TR35699,35,P8,16000,2,32000,3,Prima Kota,Oat
TR37670,173,P4,12000,2,24000,6,Lingga,Potato Chip
TR42568,336,P3,7500,1,7500,11,Sinar Harapan,Crackers
TR43132,316,P10,15000,2,30000,5,Bonafid,Cheese Stick
TR49965,190,P7,9400,3,28200,12,Prestasi Utama,Coffee Candy
TR54521,118,P5,4200,4,16800,7,Buana Indah,Thai Tea
TR58557,220,P4,12000,3,36000,8,Sinar Harapan,Potato Chip
TR58930,78,P1,8800,7,61600,10,Harapan Baru,Choco Bar
TR5986,379,P2,3200,4,12800,4,Gita Ginara,Ginger Candy 
TR63342,406,P5,4200,4,16800,8,Sinar Harapan,Thai Tea
TR72935,70,P7,9400,4,37600,3,Prima Kota,Coffee Candy
TR86223,391,P5,4200,4,16800,14,Priangan,Thai Tea
TR86677,275,P10,15000,2,30000,3,Prima Kota,Cheese Stick
TR88783,371,P7,9400,6,56400,13,Buana,Coffee Candy
TR12998,30,P10,15000,5,75000,2,Prima Kelapa Dua,Cheese Stick
TR28043,311,P7,9400,6,56400,13,Buana,Coffee Candy
TR2808,24,P7,9400,2,18800,7,Buana Indah,Coffee Candy
TR36341,95,P3,7500,2,15000,7,Buana Indah,Crackers
TR37620,210,P10,15000,2,30000,3,Prima Kota,Cheese Stick
TR40501,129,P10,15000,4,60000,14,Priangan,Cheese Stick
TR47249,434,P3,7500,1,7500,4,Gita Ginara,Crackers
TR60813,341,P1,8800,7,61600,13,Buana,Choco Bar
TR61336,204,P7,9400,2,18800,8,Sinar Harapan,Coffee Candy
TR65220,75,P5,4200,3,12600,4,Gita Ginara,Thai Tea
TR76972,69,P7,9400,6,56400,5,Bonafid,Coffee Candy
TR89823,37,P2,3200,4,12800,14,Priangan,Ginger Candy 
TR93557,421,P10,15000,2,30000,11,Sinar Harapan,Cheese Stick
TR94045,35,P7,9400,4,37600,4,Gita Ginara,Coffee Candy
TR99917,442,P3,7500,1,7500,5,Bonafid,Crackers
TR1894,276,P3,7500,3,22500,11,Sinar Harapan,Crackers
TR2171,155,P7,9400,4,37600,6,Lingga,Coffee Candy
TR22482,427,P2,3200,5,16000,8,Sinar Harapan,Ginger Candy 
TR29147,78,P7,9400,5,47000,7,Buana Indah,Coffee Candy
TR31405,447,P10,15000,2,30000,5,Bonafid,Cheese Stick
TR51479,149,P1,8800,3,26400,7,Buana Indah,Choco Bar
TR53532,182,P7,9400,3,28200,12,Prestasi Utama,Coffee Candy
TR56821,357,P1,8800,10,88000,6,Lingga,Choco Bar
TR58485,348,P9,10000,7,70000,13,Buana,Yoghurt
TR67165,112,P10,15000,3,45000,4,Gita Ginara,Cheese Stick
TR73167,395,P7,9400,3,28200,6,Lingga,Coffee Candy
TR74634,92,P2,3200,7,22400,6,Lingga,Ginger Candy 
TR77214,392,P10,15000,3,45000,9,Lingga,Cheese Stick
TR80656,73,P2,3200,7,22400,14,Priangan,Ginger Candy 
TR82864,373,P1,8800,2,17600,6,Lingga,Choco Bar
TR84729,447,P10,15000,1,15000,14,Priangan,Cheese Stick
TR91361,445,P5,4200,2,8400,5,Bonafid,Thai Tea
TR92290,16,P5,4200,3,12600,11,Sinar Harapan,Thai Tea
TR37299,281,P10,15000,3,45000,7,Buana Indah,Cheese Stick
TR49786,193,P10,15000,2,30000,4,Gita Ginara,Cheese Stick
TR6646,40,P8,16000,2,32000,3,Prima Kota,Oat
TR80476,106,P3,7500,4,30000,8,Sinar Harapan,Crackers
TR80963,242,P9,10000,6,60000,1,Prima Tendean,Yoghurt
TR92041,158,P6,18000,2,36000,14,Priangan,Cashew
TR96548,195,P9,10000,7,70000,13,Buana,Yoghurt
TR13399,251,P3,7500,6,45000,9,Lingga,Crackers
TR1761,33,P9,10000,5,50000,9,Lingga,Yoghurt
TR18734,137,P3,7500,6,45000,10,Harapan Baru,Crackers
TR18919,301,P8,16000,1,16000,3,Prima Kota,Oat
TR35393,146,P4,12000,3,36000,4,Gita Ginara,Potato Chip
TR37247,168,P9,10000,6,60000,11,Sinar Harapan,Yoghurt
TR4330,184,P7,9400,4,37600,2,Prima Kelapa Dua,Coffee Candy
TR43865,140,P4,12000,5,60000,3,Prima Kota,Potato Chip
TR64592,233,P7,9400,5,47000,1,Prima Tendean,Coffee Candy
TR68397,366,P7,9400,4,37600,11,Sinar Harapan,Coffee Candy
TR73213,438,P9,10000,4,40000,9,Lingga,Yoghurt
TR74255,269,P2,3200,6,19200,5,Bonafid,Ginger Candy 
TR75926,93,P3,7500,3,22500,1,Prima Tendean,Crackers
TR77018,290,P5,4200,5,21000,9,Lingga,Thai Tea
TR7731,374,P2,3200,5,16000,3,Prima Kota,Ginger Candy 
TR85662,256,P2,3200,4,12800,8,Sinar Harapan,Ginger Candy 
TR95917,404,P1,8800,4,35200,6,Lingga,Choco Bar
TR14318,329,P7,9400,3,28200,8,Sinar Harapan,Coffee Candy
TR21815,281,P9,10000,6,60000,9,Lingga,Yoghurt
TR30682,51,P1,8800,8,70400,14,Priangan,Choco Bar
TR36893,263,P9,10000,7,70000,1,Prima Tendean,Yoghurt
TR44357,436,P10,15000,2,30000,7,Buana Indah,Cheese Stick
TR5163,179,P5,4200,2,8400,3,Prima Kota,Thai Tea
TR5234,127,P7,9400,3,28200,3,Prima Kota,Coffee Candy
TR55462,100,P5,4200,3,12600,4,Gita Ginara,Thai Tea
TR55490,139,P9,10000,7,70000,2,Prima Kelapa Dua,Yoghurt
TR68469,430,P5,4200,5,21000,1,Prima Tendean,Thai Tea
TR70456,268,P10,15000,3,45000,6,Lingga,Cheese Stick
TR73353,321,P5,4200,2,8400,14,Priangan,Thai Tea
TR85075,123,P8,16000,3,48000,11,Sinar Harapan,Oat
TR87669,106,P9,10000,3,30000,2,Prima Kelapa Dua,Yoghurt
TR31560,317,P10,15000,5,75000,9,Lingga,Cheese Stick
TR33898,133,P4,12000,4,48000,12,Prestasi Utama,Potato Chip
TR44006,279,P4,12000,4,48000,1,Prima Tendean,Potato Chip
TR47867,335,P5,4200,5,21000,3,Prima Kota,Thai Tea
TR48903,100,P7,9400,5,47000,9,Lingga,Coffee Candy
TR55822,265,P9,10000,3,30000,9,Lingga,Yoghurt
TR60324,117,P7,9400,3,28200,3,Prima Kota,Coffee Candy
TR61852,222,P3,7500,5,37500,10,Harapan Baru,Crackers
TR79961,198,P2,3200,3,9600,4,Gita Ginara,Ginger Candy 
TR29281,351,P2,3200,3,9600,13,Buana,Ginger Candy 
TR34702,73,P10,15000,1,15000,1,Prima Tendean,Cheese Stick
TR35027,352,P5,4200,3,12600,10,Harapan Baru,Thai Tea
TR53646,134,P9,10000,1,10000,4,Gita Ginara,Yoghurt
TR57388,279,P5,4200,3,12600,12,Prestasi Utama,Thai Tea
TR79279,312,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR87025,166,P8,16000,3,48000,12,Prestasi Utama,Oat
TR90924,22,P5,4200,3,12600,1,Prima Tendean,Thai Tea
TR96436,261,P5,4200,4,16800,14,Priangan,Thai Tea
TR11561,95,P5,4200,3,12600,13,Buana,Thai Tea
TR18825,413,P5,4200,3,12600,12,Prestasi Utama,Thai Tea
TR19314,232,P8,16000,1,16000,2,Prima Kelapa Dua,Oat
TR33646,297,P6,18000,4,72000,14,Priangan,Cashew
TR35431,163,P2,3200,4,12800,6,Lingga,Ginger Candy 
TR39340,37,P2,3200,5,16000,8,Sinar Harapan,Ginger Candy 
TR43786,173,P2,3200,5,16000,14,Priangan,Ginger Candy 
TR46910,366,P8,16000,3,48000,7,Buana Indah,Oat
TR53122,154,P7,9400,5,47000,4,Gita Ginara,Coffee Candy
TR56532,102,P7,9400,4,37600,7,Buana Indah,Coffee Candy
TR64171,261,P8,16000,3,48000,5,Bonafid,Oat
TR64429,175,P8,16000,2,32000,12,Prestasi Utama,Oat
TR66732,305,P5,4200,5,21000,10,Harapan Baru,Thai Tea
TR67801,127,P9,10000,5,50000,5,Bonafid,Yoghurt
TR74894,269,P5,4200,2,8400,3,Prima Kota,Thai Tea
TR79061,159,P10,15000,3,45000,8,Sinar Harapan,Cheese Stick
TR84627,379,P3,7500,4,30000,5,Bonafid,Crackers
TR86739,426,P2,3200,3,9600,1,Prima Tendean,Ginger Candy 
TR87312,156,P3,7500,3,22500,11,Sinar Harapan,Crackers
TR89427,337,P5,4200,3,12600,6,Lingga,Thai Tea
TR99533,314,P6,18000,2,36000,3,Prima Kota,Cashew
TR14097,14,P6,18000,2,36000,4,Gita Ginara,Cashew
TR16315,191,P2,3200,5,16000,14,Priangan,Ginger Candy 
TR16655,86,P5,4200,5,21000,6,Lingga,Thai Tea
TR17167,56,P8,16000,3,48000,7,Buana Indah,Oat
TR17636,432,P4,12000,5,60000,9,Lingga,Potato Chip
TR20788,90,P8,16000,1,16000,13,Buana,Oat
TR31798,93,P5,4200,2,8400,11,Sinar Harapan,Thai Tea
TR5342,41,P4,12000,3,36000,2,Prima Kelapa Dua,Potato Chip
TR59109,7,P5,4200,5,21000,2,Prima Kelapa Dua,Thai Tea
TR63511,395,P1,8800,4,35200,4,Gita Ginara,Choco Bar
TR67910,361,P5,4200,2,8400,7,Buana Indah,Thai Tea
TR69555,221,P4,12000,3,36000,4,Gita Ginara,Potato Chip
TR70767,72,P9,10000,5,50000,3,Prima Kota,Yoghurt
TR81266,49,P9,10000,3,30000,7,Buana Indah,Yoghurt
TR86513,393,P1,8800,2,17600,6,Lingga,Choco Bar
TR9305,9,P1,8800,6,52800,3,Prima Kota,Choco Bar
TR12611,401,P8,16000,3,48000,9,Lingga,Oat
TR15270,186,P5,4200,3,12600,8,Sinar Harapan,Thai Tea
TR17682,86,P2,3200,7,22400,3,Prima Kota,Ginger Candy 
TR20640,118,P8,16000,3,48000,9,Lingga,Oat
TR27157,14,P7,9400,4,37600,10,Harapan Baru,Coffee Candy
TR39680,445,P6,18000,3,54000,11,Sinar Harapan,Cashew
TR47095,129,P5,4200,3,12600,5,Bonafid,Thai Tea
TR48519,176,P3,7500,5,37500,5,Bonafid,Crackers
TR65250,290,P10,15000,3,45000,2,Prima Kelapa Dua,Cheese Stick
TR69251,276,P5,4200,4,16800,10,Harapan Baru,Thai Tea
TR79559,97,P3,7500,3,22500,10,Harapan Baru,Crackers
TR83110,341,P10,15000,5,75000,6,Lingga,Cheese Stick
TR84912,231,P3,7500,3,22500,1,Prima Tendean,Crackers
TR85548,399,P5,4200,5,21000,3,Prima Kota,Thai Tea
TR94856,431,P10,15000,3,45000,6,Lingga,Cheese Stick
TR97515,281,P2,3200,4,12800,13,Buana,Ginger Candy 
TR30908,74,P7,9400,5,47000,12,Prestasi Utama,Coffee Candy
TR49380,31,P4,12000,3,36000,14,Priangan,Potato Chip
TR49423,88,P9,10000,4,40000,6,Lingga,Yoghurt
TR59683,44,P1,8800,5,44000,7,Buana Indah,Choco Bar
TR79155,200,P3,7500,2,15000,4,Gita Ginara,Crackers
TR90285,166,P2,3200,3,9600,12,Prestasi Utama,Ginger Candy 
TR10555,139,P7,9400,3,28200,11,Sinar Harapan,Coffee Candy
TR16793,201,P10,15000,1,15000,2,Prima Kelapa Dua,Cheese Stick
TR58845,310,P2,3200,6,19200,6,Lingga,Ginger Candy 
TR71187,420,P5,4200,5,21000,9,Lingga,Thai Tea
TR79426,190,P3,7500,3,22500,9,Lingga,Crackers
TR90632,358,P8,16000,3,48000,7,Buana Indah,Oat
TR93539,247,P5,4200,2,8400,12,Prestasi Utama,Thai Tea
TR96145,397,P3,7500,6,45000,6,Lingga,Crackers
TR96662,243,P10,15000,1,15000,4,Gita Ginara,Cheese Stick
TR23538,333,P5,4200,2,8400,8,Sinar Harapan,Thai Tea
TR33240,75,P9,10000,6,60000,7,Buana Indah,Yoghurt
TR41105,416,P1,8800,8,70400,8,Sinar Harapan,Choco Bar
TR42437,221,P10,15000,4,60000,2,Prima Kelapa Dua,Cheese Stick
TR53873,113,P2,3200,6,19200,14,Priangan,Ginger Candy 
TR65206,418,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR82887,272,P5,4200,3,12600,4,Gita Ginara,Thai Tea
TR84433,424,P10,15000,5,75000,14,Priangan,Cheese Stick
TR88479,195,P2,3200,7,22400,4,Gita Ginara,Ginger Candy 
TR92526,137,P2,3200,3,9600,13,Buana,Ginger Candy 
TR15201,439,P2,3200,4,12800,1,Prima Tendean,Ginger Candy 
TR18389,301,P8,16000,3,48000,11,Sinar Harapan,Oat
TR3067,298,P8,16000,2,32000,14,Priangan,Oat
TR34713,312,P2,3200,6,19200,9,Lingga,Ginger Candy 
TR35016,45,P9,10000,3,30000,5,Bonafid,Yoghurt
TR38731,322,P10,15000,2,30000,11,Sinar Harapan,Cheese Stick
TR43690,386,P5,4200,5,21000,9,Lingga,Thai Tea
TR54264,298,P3,7500,4,30000,5,Bonafid,Crackers
TR81199,393,P9,10000,6,60000,2,Prima Kelapa Dua,Yoghurt
TR94447,77,P6,18000,3,54000,7,Buana Indah,Cashew
TR10194,264,P8,16000,2,32000,8,Sinar Harapan,Oat
TR11542,286,P8,16000,1,16000,8,Sinar Harapan,Oat
TR16850,374,P7,9400,4,37600,14,Priangan,Coffee Candy
TR26336,81,P1,8800,6,52800,9,Lingga,Choco Bar
TR32161,332,P5,4200,4,16800,13,Buana,Thai Tea
TR4697,431,P8,16000,3,48000,14,Priangan,Oat
TR62372,327,P7,9400,3,28200,7,Buana Indah,Coffee Candy
TR63136,234,P4,12000,3,36000,11,Sinar Harapan,Potato Chip
TR67236,115,P2,3200,6,19200,10,Harapan Baru,Ginger Candy 
TR83406,421,P3,7500,1,7500,6,Lingga,Crackers
TR9330,213,P3,7500,6,45000,11,Sinar Harapan,Crackers
TR96823,105,P8,16000,2,32000,8,Sinar Harapan,Oat
TR97782,247,P3,7500,4,30000,9,Lingga,Crackers
TR99172,185,P1,8800,4,35200,9,Lingga,Choco Bar
TR20902,299,P8,16000,2,32000,1,Prima Tendean,Oat
TR22246,274,P3,7500,5,37500,6,Lingga,Crackers
TR28349,190,P8,16000,3,48000,5,Bonafid,Oat
TR31279,89,P6,18000,2,36000,3,Prima Kota,Cashew
TR3712,1,P10,15000,4,60000,2,Prima Kelapa Dua,Cheese Stick
TR40538,96,P9,10000,7,70000,12,Prestasi Utama,Yoghurt
TR49656,55,P4,12000,3,36000,8,Sinar Harapan,Potato Chip
TR5797,204,P1,8800,6,52800,7,Buana Indah,Choco Bar
TR67955,159,P1,8800,6,52800,13,Buana,Choco Bar
TR77153,90,P4,12000,5,60000,14,Priangan,Potato Chip
TR77234,139,P5,4200,4,16800,7,Buana Indah,Thai Tea
TR8891,447,P10,15000,3,45000,9,Lingga,Cheese Stick
TR15996,31,P7,9400,2,18800,13,Buana,Coffee Candy
TR17484,70,P4,12000,1,12000,4,Gita Ginara,Potato Chip
TR18727,304,P6,18000,1,18000,4,Gita Ginara,Cashew
TR22314,400,P9,10000,4,40000,9,Lingga,Yoghurt
TR24655,33,P5,4200,4,16800,6,Lingga,Thai Tea
TR25758,16,P9,10000,7,70000,7,Buana Indah,Yoghurt
TR28062,17,P4,12000,1,12000,8,Sinar Harapan,Potato Chip
TR30250,114,P1,8800,6,52800,11,Sinar Harapan,Choco Bar
TR36588,45,P4,12000,3,36000,9,Lingga,Potato Chip
TR3908,28,P10,15000,1,15000,1,Prima Tendean,Cheese Stick
TR525,135,P7,9400,6,56400,10,Harapan Baru,Coffee Candy
TR57556,67,P9,10000,2,20000,2,Prima Kelapa Dua,Yoghurt
TR5947,421,P3,7500,3,22500,5,Bonafid,Crackers
TR63719,184,P1,8800,10,88000,14,Priangan,Choco Bar
TR65452,198,P10,15000,5,75000,9,Lingga,Cheese Stick
TR66220,291,P9,10000,5,50000,9,Lingga,Yoghurt
TR85162,134,P3,7500,4,30000,5,Bonafid,Crackers
TR92912,124,P5,4200,2,8400,5,Bonafid,Thai Tea
TR94031,345,P5,4200,4,16800,5,Bonafid,Thai Tea
TR94958,125,P5,4200,2,8400,8,Sinar Harapan,Thai Tea
TR12826,167,P8,16000,1,16000,1,Prima Tendean,Oat
TR28346,77,P10,15000,1,15000,7,Buana Indah,Cheese Stick
TR38865,12,P7,9400,6,56400,14,Priangan,Coffee Candy
TR45350,285,P9,10000,1,10000,12,Prestasi Utama,Yoghurt
TR68248,435,P5,4200,5,21000,8,Sinar Harapan,Thai Tea
TR74019,357,P3,7500,2,15000,14,Priangan,Crackers
TR84887,169,P2,3200,7,22400,7,Buana Indah,Ginger Candy 
TR85167,90,P2,3200,6,19200,11,Sinar Harapan,Ginger Candy 
TR85591,295,P5,4200,3,12600,3,Prima Kota,Thai Tea
TR12185,201,P2,3200,3,9600,11,Sinar Harapan,Ginger Candy 
TR22534,177,P7,9400,6,56400,7,Buana Indah,Coffee Candy
TR250,56,P7,9400,5,47000,10,Harapan Baru,Coffee Candy
TR27321,441,P4,12000,2,24000,10,Harapan Baru,Potato Chip
TR36311,357,P8,16000,1,16000,4,Gita Ginara,Oat
TR37315,111,P9,10000,4,40000,1,Prima Tendean,Yoghurt
TR46890,307,P7,9400,5,47000,13,Buana,Coffee Candy
TR50449,398,P4,12000,4,48000,14,Priangan,Potato Chip
TR65169,444,P10,15000,4,60000,11,Sinar Harapan,Cheese Stick
TR71128,203,P3,7500,5,37500,1,Prima Tendean,Crackers
TR77093,149,P10,15000,1,15000,8,Sinar Harapan,Cheese Stick
TR81428,63,P10,15000,3,45000,13,Buana,Cheese Stick
TR85828,327,P5,4200,3,12600,14,Priangan,Thai Tea
TR2020,406,P3,7500,2,15000,11,Sinar Harapan,Crackers
TR21467,120,P9,10000,2,20000,13,Buana,Yoghurt
TR24185,223,P10,15000,1,15000,6,Lingga,Cheese Stick
TR64422,256,P9,10000,4,40000,8,Sinar Harapan,Yoghurt
TR66289,126,P5,4200,5,21000,8,Sinar Harapan,Thai Tea
TR95096,168,P5,4200,3,12600,3,Prima Kota,Thai Tea
TR10247,101,P9,10000,4,40000,10,Harapan Baru,Yoghurt
